customer_id,name,email,age,city,gender,signup_date
C0044,Customer_44,user44@example.com,21.0,Chennai,F,2022-02-13
C0045,Customer_45,user45@example.com,42.0,Hyderabad,M,2022-02-14
C0046,Customer_46,user46@example.com,31.0,Bengaluru,M,2022-02-15
C0047,Customer_47,user47@example.com,26.0,Pune,F,2022-02-16
C0048,Customer_48,user48@example.com,43.0,Kolkata,M,2022-02-17
C0049,Customer_49,user49@example.com,,Bengaluru,F,2022-02-18
C0050,Customer_50,user50@example.com,37.0,Hyderabad,,2022-02-19
C0051,Customer_51,user51@example.com,45.0,Chennai,Other,2022-02-20
C0052,Customer_52,user52@example.com,64.0,Chennai,,2022-02-21
C0053,Customer_53,user53@example.com,24.0,Mumbai,M,2022-02-22
C0054,Customer_54,user54@example.com,61.0,Hyderabad,Other,2022-02-23
C0055,Customer_55,user55@example.com,25.0,Chennai,F,2022-02-24
C0056,Customer_56,user56@example.com,64.0,Delhi,Other,2022-02-25
C0057,Customer_57,user57@example.com,52.0,Bengaluru,M,2022-02-26
C0058,Customer_58,user58@example.com,31.0,Mumbai,F,2022-02-27
C0059,Customer_59,user59@example.com,34.0,Pune,M,2022-02-28
C0060,Customer_60,user60@example.com,53.0,Hyderabad,Other,2022-03-01
C0061,Customer_61,user61@example.com,57.0,Mumbai,F,2022-03-02
C0062,Customer_62,user62@example.com,21.0,Chennai,Other,2022-03-03
C0063,Customer_63,user63@example.com,19.0,Kolkata,Other,2022-03-04
C0064,Customer_64,user64@example.com,23.0,Chennai,F,2022-03-05
C0065,Customer_65,user65@example.com,59.0,Pune,,2022-03-06
C0066,Customer_66,user66@example.com,21.0,Pune,M,2022-03-07
C0067,Customer_67,user67@example.com,46.0,Pune,Other,2022-03-08
C0068,Customer_68,user68@example.com,35.0,Pune,,2022-03-09
C0069,Customer_69,user69@example.com,43.0,Pune,M,2022-03-10
C0070,Customer_70,user70@example.com,61.0,Delhi,Other,2022-03-11
C0071,Customer_71,user71@example.com,,Bengaluru,,2022-03-12
C0072,Customer_72,user72@example.com,27.0,Hyderabad,F,2022-03-13
C0073,Customer_73,user73@example.com,53.0,Mumbai,M,2022-03-14
C0074,Customer_74,user74@example.com,31.0,Pune,M,2022-03-15
C0075,Customer_75,user75@example.com,48.0,Bengaluru,M,2022-03-16
C0076,Customer_76,user76@example.com,32.0,Chennai,F,2022-03-17
C0077,Customer_77,user77@example.com,,Bengaluru,F,2022-03-18
C0078,Customer_78,user78@example.com,31.0,Pune,F,2022-03-19
C0079,Customer_79,user79@example.com,40.0,Kolkata,Other,2022-03-20
C0080,Customer_80,user80@example.com,57.0,Mumbai,F,2022-03-21
C0081,Customer_81,user81@example.com,38.0,Pune,M,2022-03-22
C0082,Customer_82,user82@example.com,33.0,Bengaluru,F,2022-03-23
C0083,Customer_83,user83@example.com,62.0,Chennai,F,2022-03-24
C0084,Customer_84,user84@example.com,35.0,Bengaluru,M,2022-03-25
C0085,Customer_85,user85@example.com,64.0,Pune,Other,2022-03-26
C0086,Customer_86,user86@example.com,41.0,Hyderabad,F,2022-03-27
C0087,Customer_87,user87@example.com,43.0,Bengaluru,Other,2022-03-28
C0088,Customer_88,user88@example.com,42.0,Hyderabad,Other,2022-03-29
C0089,Customer_89,user89@example.com,62.0,Pune,Other,2022-03-30
C0090,Customer_90,user90@example.com,58.0,Bengaluru,M,2022-03-31
C0091,Customer_91,user91@example.com,46.0,Chennai,Other,2022-04-01
C0092,Customer_92,user92@example.com,32.0,Delhi,Other,2022-04-02
C0093,Customer_93,user93@example.com,62.0,Delhi,M,2022-04-03
C0094,Customer_94,user94@example.com,18.0,Hyderabad,Other,2022-04-04
C0095,Customer_95,user95@example.com,42.0,Pune,Other,2022-04-05
C0096,Customer_96,user96@example.com,24.0,Hyderabad,M,2022-04-06
C0097,Customer_97,user97@example.com,,Pune,M,2022-04-07
C0098,Customer_98,user98@example.com,41.0,Pune,F,2022-04-08
C0099,Customer_99,user99@example.com,18.0,Delhi,F,2022-04-09
C0100,Customer_100,user100@example.com,61.0,Chennai,F,2022-04-10
C0101,Customer_101,user101@example.com,25.0,Chennai,Other,2022-04-11
C0102,Customer_102,user102@example.com,,Bengaluru,,2022-04-12
C0103,Customer_103,user103@example.com,28.0,Hyderabad,Other,2022-04-13
C0104,Customer_104,user104@example.com,34.0,Chennai,M,2022-04-14
C0105,Customer_105,user105@example.com,25.0,Kolkata,,2022-04-15
C0106,Customer_106,user106@example.com,52.0,Mumbai,F,2022-04-16
C0107,Customer_107,user107@example.com,52.0,Bengaluru,M,2022-04-17
C0108,Customer_108,user108@example.com,50.0,Bengaluru,M,2022-04-18
C0109,Customer_109,user109@example.com,22.0,Delhi,M,2022-04-19
C0110,Customer_110,user110@example.com,59.0,Hyderabad,F,2022-04-20
C0111,Customer_111,user111@example.com,56.0,Kolkata,F,2022-04-21
C0112,Customer_112,user112@example.com,58.0,Chennai,F,2022-04-22
C0113,Customer_113,user113@example.com,45.0,Chennai,M,2022-04-23
C0114,Customer_114,user114@example.com,24.0,Pune,M,2022-04-24
C0115,Customer_115,user115@example.com,26.0,Bengaluru,Other,2022-04-25
C0116,Customer_116,user116@example.com,,Hyderabad,Other,2022-04-26
C0117,Customer_117,user117@example.com,29.0,Hyderabad,F,2022-04-27
C0118,Customer_118,user118@example.com,51.0,Hyderabad,M,2022-04-28
C0119,Customer_119,user119@example.com,50.0,Pune,Other,2022-04-29
C0120,Customer_120,user120@example.com,40.0,Delhi,F,2022-04-30
C0121,Customer_121,user121@example.com,41.0,Chennai,,2022-05-01
C0122,Customer_122,user122@example.com,54.0,Hyderabad,Other,2022-05-02
C0123,Customer_123,user123@example.com,52.0,Kolkata,F,2022-05-03
C0124,Customer_124,user124@example.com,61.0,Kolkata,M,2022-05-04
C0125,Customer_125,user125@example.com,57.0,Pune,F,2022-05-05
C0126,Customer_126,user126@example.com,39.0,Delhi,M,2022-05-06
C0127,Customer_127,user127@example.com,44.0,Pune,M,2022-05-07
C0128,Customer_128,user128@example.com,,Mumbai,Other,2022-05-08
C0129,Customer_129,user129@example.com,18.0,Bengaluru,Other,2022-05-09
C0130,Customer_130,user130@example.com,52.0,Chennai,Other,2022-05-10
C0131,Customer_131,user131@example.com,,Pune,F,2022-05-11
C0132,Customer_132,user132@example.com,64.0,Pune,Other,2022-05-12
C0133,Customer_133,user133@example.com,31.0,Chennai,Other,2022-05-13
C0134,Customer_134,user134@example.com,20.0,Bengaluru,F,2022-05-14
C0135,Customer_135,user135@example.com,,Mumbai,Other,2022-05-15
C0136,Customer_136,user136@example.com,22.0,Kolkata,F,2022-05-16
C0137,Customer_137,user137@example.com,43.0,Kolkata,F,2022-05-17
C0138,Customer_138,user138@example.com,31.0,Delhi,M,2022-05-18
C0139,Customer_139,user139@example.com,56.0,Pune,M,2022-05-19
C0140,Customer_140,user140@example.com,44.0,Bengaluru,Other,2022-05-20
C0141,Customer_141,user141@example.com,26.0,Delhi,F,2022-05-21
C0142,Customer_142,user142@example.com,32.0,Kolkata,M,2022-05-22
C0143,Customer_143,user143@example.com,32.0,Delhi,M,2022-05-23
C0144,Customer_144,user144@example.com,43.0,Delhi,M,2022-05-24
C0145,Customer_145,user145@example.com,59.0,Mumbai,M,2022-05-25
C0146,Customer_146,user146@example.com,30.0,Mumbai,Other,2022-05-26
C0147,Customer_147,user147@example.com,49.0,Delhi,M,2022-05-27
C0148,Customer_148,user148@example.com,56.0,Hyderabad,Other,2022-05-28
C0149,Customer_149,user149@example.com,49.0,Chennai,F,2022-05-29
C0150,Customer_150,user150@example.com,21.0,Kolkata,Other,2022-05-30
C0151,Customer_151,user151@example.com,47.0,Kolkata,M,2022-05-31
C0152,Customer_152,user152@example.com,54.0,Mumbai,F,2022-06-01
C0153,Customer_153,user153@example.com,40.0,Hyderabad,F,2022-06-02
C0154,Customer_154,user154@example.com,56.0,Hyderabad,Other,2022-06-03
C0155,Customer_155,user155@example.com,62.0,Pune,F,2022-06-04
C0156,Customer_156,user156@example.com,32.0,Chennai,Other,2022-06-05
C0157,Customer_157,user157@example.com,,Delhi,F,2022-06-06
C0158,Customer_158,user158@example.com,46.0,Pune,Other,2022-06-07
C0159,Customer_159,user159@example.com,,Pune,M,2022-06-08
C0160,Customer_160,user160@example.com,30.0,Hyderabad,Other,2022-06-09
C0161,Customer_161,user161@example.com,49.0,Hyderabad,Other,2022-06-10
C0162,Customer_162,user162@example.com,24.0,Hyderabad,M,2022-06-11
C0163,Customer_163,user163@example.com,39.0,Delhi,Other,2022-06-12
C0164,Customer_164,user164@example.com,45.0,Delhi,Other,2022-06-13
C0165,Customer_165,user165@example.com,19.0,Pune,F,2022-06-14
C0166,Customer_166,user166@example.com,59.0,Pune,Other,2022-06-15
C0167,Customer_167,user167@example.com,62.0,Mumbai,F,2022-06-16
C0168,Customer_168,user168@example.com,23.0,Kolkata,M,2022-06-17
C0169,Customer_169,user169@example.com,45.0,Kolkata,F,2022-06-18
C0170,Customer_170,user170@example.com,45.0,Kolkata,F,2022-06-19
C0171,Customer_171,user171@example.com,61.0,Mumbai,M,2022-06-20
C0172,Customer_172,user172@example.com,,Kolkata,F,2022-06-21
C0173,Customer_173,user173@example.com,37.0,Hyderabad,M,2022-06-22
C0174,Customer_174,user174@example.com,47.0,Delhi,Other,2022-06-23
C0175,Customer_175,user175@example.com,28.0,Delhi,Other,2022-06-24
C0176,Customer_176,user176@example.com,,Kolkata,F,2022-06-25
C0177,Customer_177,user177@example.com,42.0,Pune,Other,2022-06-26
C0178,Customer_178,user178@example.com,56.0,Chennai,M,2022-06-27
C0179,Customer_179,user179@example.com,50.0,Hyderabad,Other,2022-06-28
C0180,Customer_180,user180@example.com,18.0,Mumbai,M,2022-06-29
C0181,Customer_181,user181@example.com,44.0,Chennai,,2022-06-30
C0182,Customer_182,user182@example.com,30.0,Delhi,F,2022-07-01
C0183,Customer_183,user183@example.com,58.0,Kolkata,Other,2022-07-02
C0184,Customer_184,user184@example.com,20.0,Mumbai,Other,2022-07-03
C0185,Customer_185,user185@example.com,56.0,Hyderabad,Other,2022-07-04
C0186,Customer_186,user186@example.com,23.0,Delhi,M,2022-07-05
C0187,Customer_187,user187@example.com,25.0,Kolkata,M,2022-07-06
C0188,Customer_188,user188@example.com,44.0,Hyderabad,F,2022-07-07
C0189,Customer_189,user189@example.com,26.0,Pune,M,2022-07-08
C0190,Customer_190,user190@example.com,54.0,Chennai,Other,2022-07-09
C0191,Customer_191,user191@example.com,50.0,Chennai,Other,2022-07-10
C0192,Customer_192,user192@example.com,59.0,Chennai,,2022-07-11
C0193,Customer_193,user193@example.com,61.0,Bengaluru,,2022-07-12
C0194,Customer_194,user194@example.com,41.0,Kolkata,F,2022-07-13
C0195,Customer_195,user195@example.com,32.0,Hyderabad,F,2022-07-14
C0196,Customer_196,user196@example.com,49.0,Chennai,M,2022-07-15
C0197,Customer_197,user197@example.com,49.0,Kolkata,M,2022-07-16
C0198,Customer_198,user198@example.com,41.0,Pune,F,2022-07-17
C0199,Customer_199,user199@example.com,58.0,Chennai,F,2022-07-18
C0200,Customer_200,user200@example.com,29.0,Hyderabad,M,2022-07-19
C0201,Customer_201,user201@example.com,56.0,Kolkata,M,2022-07-20
C0202,Customer_202,user202@example.com,19.0,Chennai,M,2022-07-21
C0203,Customer_203,user203@example.com,20.0,Hyderabad,Other,2022-07-22
C0204,Customer_204,user204@example.com,,Delhi,M,2022-07-23
C0205,Customer_205,user205@example.com,34.0,Pune,M,2022-07-24
C0206,Customer_206,user206@example.com,19.0,Kolkata,Other,2022-07-25
C0207,Customer_207,user207@example.com,19.0,Hyderabad,,2022-07-26
C0208,Customer_208,user208@example.com,45.0,Hyderabad,M,2022-07-27
C0209,Customer_209,user209@example.com,40.0,Bengaluru,Other,2022-07-28
C0210,Customer_210,user210@example.com,,Kolkata,M,2022-07-29
C0211,Customer_211,user211@example.com,49.0,Delhi,M,2022-07-30
C0212,Customer_212,user212@example.com,50.0,Kolkata,Other,2022-07-31
C0213,Customer_213,user213@example.com,18.0,Pune,F,2022-08-01
C0214,Customer_214,user214@example.com,,Bengaluru,Other,2022-08-02
C0215,Customer_215,user215@example.com,19.0,Kolkata,M,2022-08-03
C0216,Customer_216,user216@example.com,61.0,Kolkata,F,2022-08-04
C0217,Customer_217,user217@example.com,43.0,Chennai,Other,2022-08-05
C0218,Customer_218,user218@example.com,49.0,Hyderabad,Other,2022-08-06
C0219,Customer_219,user219@example.com,23.0,Pune,F,2022-08-07
C0220,Customer_220,user220@example.com,49.0,Delhi,M,2022-08-08
C0221,Customer_221,user221@example.com,21.0,Bengaluru,Other,2022-08-09
C0222,Customer_222,user222@example.com,28.0,Hyderabad,Other,2022-08-10
C0223,Customer_223,user223@example.com,34.0,Mumbai,Other,2022-08-11
C0224,Customer_224,user224@example.com,55.0,Pune,M,2022-08-12
C0225,Customer_225,user225@example.com,41.0,Bengaluru,Other,2022-08-13
C0226,Customer_226,user226@example.com,22.0,Delhi,,2022-08-14
C0227,Customer_227,user227@example.com,51.0,Bengaluru,F,2022-08-15
C0228,Customer_228,user228@example.com,23.0,Bengaluru,Other,2022-08-16
C0229,Customer_229,user229@example.com,39.0,Bengaluru,Other,2022-08-17
C0230,Customer_230,user230@example.com,28.0,Chennai,F,2022-08-18
C0231,Customer_231,user231@example.com,,Mumbai,F,2022-08-19
C0232,Customer_232,user232@example.com,50.0,Delhi,Other,2022-08-20
C0233,Customer_233,user233@example.com,26.0,Delhi,F,2022-08-21
C0234,Customer_234,user234@example.com,23.0,Delhi,M,2022-08-22
C0235,Customer_235,user235@example.com,33.0,Hyderabad,M,2022-08-23
C0236,Customer_236,user236@example.com,46.0,Pune,M,2022-08-24
C0237,Customer_237,user237@example.com,20.0,Delhi,M,2022-08-25
C0238,Customer_238,user238@example.com,,Pune,F,2022-08-26
C0239,Customer_239,user239@example.com,53.0,Delhi,M,2022-08-27
C0240,Customer_240,user240@example.com,36.0,Mumbai,Other,2022-08-28
C0241,Customer_241,user241@example.com,43.0,Hyderabad,Other,2022-08-29
C0242,Customer_242,user242@example.com,20.0,Hyderabad,M,2022-08-30
C0243,Customer_243,user243@example.com,36.0,Bengaluru,Other,2022-08-31
C0244,Customer_244,user244@example.com,37.0,Chennai,M,2022-09-01
C0245,Customer_245,user245@example.com,,Hyderabad,M,2022-09-02
C0246,Customer_246,user246@example.com,24.0,Hyderabad,M,2022-09-03
C0247,Customer_247,user247@example.com,58.0,Mumbai,Other,2022-09-04
C0248,Customer_248,user248@example.com,,Delhi,Other,2022-09-05
C0249,Customer_249,user249@example.com,57.0,Kolkata,M,2022-09-06
C0250,Customer_250,user250@example.com,56.0,Hyderabad,M,2022-09-07
C0251,Customer_251,user251@example.com,35.0,Hyderabad,M,2022-09-08
C0252,Customer_252,user252@example.com,57.0,Kolkata,M,2022-09-09
C0253,Customer_253,user253@example.com,18.0,Chennai,F,2022-09-10
C0254,Customer_254,user254@example.com,28.0,Pune,M,2022-09-11
C0255,Customer_255,user255@example.com,45.0,Mumbai,Other,2022-09-12
C0256,Customer_256,user256@example.com,42.0,Kolkata,M,2022-09-13
C0257,Customer_257,user257@example.com,40.0,Kolkata,F,2022-09-14
C0258,Customer_258,user258@example.com,48.0,Chennai,Other,2022-09-15
C0259,Customer_259,user259@example.com,47.0,Hyderabad,F,2022-09-16
C0260,Customer_260,user260@example.com,,Hyderabad,M,2022-09-17
C0261,Customer_261,user261@example.com,52.0,Mumbai,Other,2022-09-18
C0262,Customer_262,user262@example.com,24.0,Bengaluru,M,2022-09-19
C0263,Customer_263,user263@example.com,,Bengaluru,Other,2022-09-20
C0264,Customer_264,user264@example.com,43.0,Kolkata,Other,2022-09-21
C0265,Customer_265,user265@example.com,19.0,Hyderabad,Other,2022-09-22
C0266,Customer_266,user266@example.com,18.0,Kolkata,F,2022-09-23
C0267,Customer_267,user267@example.com,29.0,Kolkata,M,2022-09-24
C0268,Customer_268,user268@example.com,22.0,Hyderabad,F,2022-09-25
C0269,Customer_269,user269@example.com,54.0,Chennai,,2022-09-26
C0270,Customer_270,user270@example.com,49.0,Pune,M,2022-09-27
C0271,Customer_271,user271@example.com,26.0,Pune,M,2022-09-28
C0272,Customer_272,user272@example.com,58.0,Chennai,M,2022-09-29
C0273,Customer_273,user273@example.com,52.0,Kolkata,Other,2022-09-30
C0274,Customer_274,user274@example.com,36.0,Chennai,F,2022-10-01
C0275,Customer_275,user275@example.com,33.0,Delhi,F,2022-10-02
C0276,Customer_276,user276@example.com,20.0,Hyderabad,F,2022-10-03
C0277,Customer_277,user277@example.com,37.0,Delhi,F,2022-10-04
C0278,Customer_278,user278@example.com,41.0,Bengaluru,F,2022-10-05
C0279,Customer_279,user279@example.com,50.0,Hyderabad,Other,2022-10-06
C0280,Customer_280,user280@example.com,41.0,Hyderabad,M,2022-10-07
C0281,Customer_281,user281@example.com,28.0,Mumbai,Other,2022-10-08
C0282,Customer_282,user282@example.com,,Hyderabad,Other,2022-10-09
C0283,Customer_283,user283@example.com,53.0,Bengaluru,Other,2022-10-10
C0284,Customer_284,user284@example.com,55.0,Pune,,2022-10-11
C0285,Customer_285,user285@example.com,57.0,Pune,M,2022-10-12
C0286,Customer_286,user286@example.com,37.0,Kolkata,F,2022-10-13
C0287,Customer_287,user287@example.com,,Hyderabad,Other,2022-10-14
C0288,Customer_288,user288@example.com,42.0,Pune,F,2022-10-15
C0289,Customer_289,user289@example.com,52.0,Delhi,M,2022-10-16
C0290,Customer_290,user290@example.com,42.0,Kolkata,M,2022-10-17
C0291,Customer_291,user291@example.com,46.0,Hyderabad,M,2022-10-18
C0292,Customer_292,user292@example.com,35.0,Delhi,M,2022-10-19
C0293,Customer_293,user293@example.com,63.0,Chennai,Other,2022-10-20
C0294,Customer_294,user294@example.com,35.0,Chennai,F,2022-10-21
C0295,Customer_295,user295@example.com,19.0,Mumbai,M,2022-10-22
C0296,Customer_296,user296@example.com,,Hyderabad,F,2022-10-23
C0297,Customer_297,user297@example.com,33.0,Chennai,M,2022-10-24
C0298,Customer_298,user298@example.com,58.0,Chennai,F,2022-10-25
C0299,Customer_299,user299@example.com,,Pune,F,2022-10-26
C0300,Customer_300,user300@example.com,50.0,Mumbai,M,2022-10-27
C0301,Customer_301,user301@example.com,21.0,Mumbai,M,2022-10-28
C0302,Customer_302,user302@example.com,50.0,Pune,F,2022-10-29
C0303,Customer_303,user303@example.com,31.0,Hyderabad,Other,2022-10-30
C0304,Customer_304,user304@example.com,38.0,Delhi,M,2022-10-31
C0305,Customer_305,user305@example.com,37.0,Kolkata,M,2022-11-01
C0306,Customer_306,user306@example.com,25.0,Hyderabad,Other,2022-11-02
C0307,Customer_307,user307@example.com,24.0,Delhi,Other,2022-11-03
C0308,Customer_308,user308@example.com,20.0,Mumbai,M,2022-11-04
C0309,Customer_309,user309@example.com,34.0,Bengaluru,M,2022-11-05
C0310,Customer_310,user310@example.com,50.0,Hyderabad,M,2022-11-06
C0311,Customer_311,user311@example.com,29.0,Bengaluru,M,2022-11-07
C0312,Customer_312,user312@example.com,39.0,Delhi,F,2022-11-08
C0313,Customer_313,user313@example.com,39.0,Hyderabad,F,2022-11-09
C0314,Customer_314,user314@example.com,63.0,Bengaluru,F,2022-11-10
C0315,Customer_315,user315@example.com,47.0,Bengaluru,,2022-11-11
C0316,Customer_316,user316@example.com,55.0,Kolkata,F,2022-11-12
C0317,Customer_317,user317@example.com,55.0,Hyderabad,M,2022-11-13
C0318,Customer_318,user318@example.com,62.0,Bengaluru,M,2022-11-14
C0319,Customer_319,user319@example.com,25.0,Kolkata,F,2022-11-15
C0320,Customer_320,user320@example.com,44.0,Kolkata,M,2022-11-16
C0321,Customer_321,user321@example.com,44.0,Hyderabad,F,2022-11-17
C0322,Customer_322,user322@example.com,,Bengaluru,F,2022-11-18
C0323,Customer_323,user323@example.com,38.0,Kolkata,F,2022-11-19
C0324,Customer_324,user324@example.com,47.0,Mumbai,F,2022-11-20
C0325,Customer_325,user325@example.com,50.0,Hyderabad,F,2022-11-21
C0326,Customer_326,user326@example.com,45.0,Mumbai,Other,2022-11-22
C0327,Customer_327,user327@example.com,64.0,Pune,Other,2022-11-23
C0328,Customer_328,user328@example.com,50.0,Chennai,Other,2022-11-24
C0329,Customer_329,user329@example.com,22.0,Mumbai,Other,2022-11-25
C0330,Customer_330,user330@example.com,36.0,Bengaluru,Other,2022-11-26
C0331,Customer_331,user331@example.com,21.0,Delhi,F,2022-11-27
C0332,Customer_332,user332@example.com,52.0,Pune,M,2022-11-28
C0333,Customer_333,user333@example.com,34.0,Mumbai,,2022-11-29
C0334,Customer_334,user334@example.com,61.0,Kolkata,F,2022-11-30
C0335,Customer_335,user335@example.com,45.0,Pune,M,2022-12-01
C0336,Customer_336,user336@example.com,47.0,Mumbai,M,2022-12-02
C0337,Customer_337,user337@example.com,46.0,Kolkata,Other,2022-12-03
C0338,Customer_338,user338@example.com,63.0,Mumbai,Other,2022-12-04
C0339,Customer_339,user339@example.com,23.0,Delhi,Other,2022-12-05
C0340,Customer_340,user340@example.com,52.0,Delhi,M,2022-12-06
C0341,Customer_341,user341@example.com,58.0,Kolkata,Other,2022-12-07
C0342,Customer_342,user342@example.com,54.0,Mumbai,F,2022-12-08
C0343,Customer_343,user343@example.com,41.0,Chennai,M,2022-12-09
C0344,Customer_344,user344@example.com,46.0,Delhi,M,2022-12-10
C0345,Customer_345,user345@example.com,63.0,Delhi,Other,2022-12-11
C0346,Customer_346,user346@example.com,48.0,Delhi,F,2022-12-12
C0347,Customer_347,user347@example.com,52.0,Hyderabad,Other,2022-12-13
C0348,Customer_348,user348@example.com,,Pune,Other,2022-12-14
C0349,Customer_349,user349@example.com,38.0,Mumbai,M,2022-12-15
C0350,Customer_350,user350@example.com,49.0,Chennai,M,2022-12-16
C0351,Customer_351,user351@example.com,40.0,Delhi,Other,2022-12-17
C0352,Customer_352,user352@example.com,50.0,Hyderabad,,2022-12-18
C0353,Customer_353,user353@example.com,20.0,Pune,M,2022-12-19
C0354,Customer_354,user354@example.com,35.0,Bengaluru,M,2022-12-20
C0355,Customer_355,user355@example.com,42.0,Kolkata,Other,2022-12-21
C0356,Customer_356,user356@example.com,59.0,Bengaluru,M,2022-12-22
C0357,Customer_357,user357@example.com,48.0,Delhi,Other,2022-12-23
C0358,Customer_358,user358@example.com,20.0,Chennai,M,2022-12-24
C0359,Customer_359,user359@example.com,57.0,Chennai,F,2022-12-25
C0360,Customer_360,user360@example.com,63.0,Pune,M,2022-12-26
C0361,Customer_361,user361@example.com,41.0,Pune,Other,2022-12-27
C0362,Customer_362,user362@example.com,49.0,Mumbai,M,2022-12-28
C0363,Customer_363,user363@example.com,64.0,Kolkata,Other,2022-12-29
C0364,Customer_364,user364@example.com,39.0,Kolkata,,2022-12-30
C0365,Customer_365,user365@example.com,40.0,Delhi,M,2022-12-31
C0366,Customer_366,user366@example.com,,Bengaluru,Other,2023-01-01
C0367,Customer_367,user367@example.com,44.0,Mumbai,,2023-01-02
C0368,Customer_368,user368@example.com,59.0,Chennai,F,2023-01-03
C0369,Customer_369,user369@example.com,19.0,Mumbai,Other,2023-01-04
C0370,Customer_370,user370@example.com,43.0,Bengaluru,Other,2023-01-05
C0371,Customer_371,user371@example.com,34.0,Chennai,Other,2023-01-06
C0372,Customer_372,user372@example.com,,Pune,Other,2023-01-07
C0373,Customer_373,user373@example.com,50.0,Hyderabad,F,2023-01-08
C0374,Customer_374,user374@example.com,26.0,Hyderabad,F,2023-01-09
C0375,Customer_375,user375@example.com,60.0,Pune,M,2023-01-10
C0376,Customer_376,user376@example.com,56.0,Delhi,Other,2023-01-11
C0377,Customer_377,user377@example.com,46.0,Mumbai,Other,2023-01-12
C0378,Customer_378,user378@example.com,,Chennai,F,2023-01-13
C0379,Customer_379,user379@example.com,43.0,Pune,M,2023-01-14
C0380,Customer_380,user380@example.com,52.0,Kolkata,F,2023-01-15
C0381,Customer_381,user381@example.com,42.0,Pune,F,2023-01-16
C0382,Customer_382,user382@example.com,41.0,Delhi,M,2023-01-17
C0383,Customer_383,user383@example.com,30.0,Mumbai,,2023-01-18
C0384,Customer_384,user384@example.com,24.0,Pune,Other,2023-01-19
C0385,Customer_385,user385@example.com,53.0,Kolkata,F,2023-01-20
C0386,Customer_386,user386@example.com,62.0,Bengaluru,F,2023-01-21
C0387,Customer_387,user387@example.com,37.0,Kolkata,F,2023-01-22
C0388,Customer_388,user388@example.com,18.0,Pune,M,2023-01-23
C0389,Customer_389,user389@example.com,,Chennai,,2023-01-24
C0390,Customer_390,user390@example.com,63.0,Kolkata,F,2023-01-25
